_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
408,Gäste,Inland,2016,2016 Jun,344920,327748,3.52,5.24,319692
409,Gäste,Inland,2016,2016 Jul,373705,361398,8.35,3.41,320717
410,Gäste,Inland,2016,2016 Aug,307192,325912,-17.8,-5.74,319157
411,Gäste,Inland,2016,2016 Sep,337415,309166,9.84,9.14,321511
412,Gäste,Inland,2016,2016 Okt,390787,368299,15.82,6.11,323385
413,Gäste,Inland,2016,2016 Nov,327316,319523,-16.24,2.44,324035
414,Gäste,Inland,2016,2016 Dez,313430,293982,-4.24,6.62,325655
416,Gäste,Inland,2015,2015 Jan,248698,228785,-15.66,8.7,299637
417,Gäste,Inland,2015,2015 Feb,254687,249884,2.41,1.92,300037
418,Gäste,Inland,2015,2015 Mär,310852,286341,22.05,8.56,302080
419,Gäste,Inland,2015,2015 Apr,296770,287833,-4.53,3.1,302825
420,Gäste,Inland,2015,2015 Mai,326944,310665,10.17,5.24,304181
421,Gäste,Inland,2015,2015 Jun,327748,292203,0.25,12.16,307143
422,Gäste,Inland,2015,2015 Jul,361398,339665,10.27,6.4,308954
423,Gäste,Inland,2015,2015 Aug,325912,308984,-9.82,5.48,310365
424,Gäste,Inland,2015,2015 Sep,309166,314048,-5.14,-1.55,309958
425,Gäste,Inland,2015,2015 Okt,368299,364443,19.13,1.06,310280
426,Gäste,Inland,2015,2015 Nov,319523,298020,-13.24,7.22,312072
427,Gäste,Inland,2015,2015 Dez,293982,294861,-7.99,-0.3,311998
429,Gäste,Inland,2014,2014 Jan,228785,238133,-13.93,-3.93,286757
430,Gäste,Inland,2014,2014 Feb,249884,236350,9.22,5.73,287885
431,Gäste,Inland,2014,2014 Mär,286341,280813,14.59,1.97,288346
432,Gäste,Inland,2014,2014 Apr,287833,276770,0.52,4,289268
433,Gäste,Inland,2014,2014 Mai,310665,304172,7.93,2.13,289809
434,Gäste,Inland,2014,2014 Jun,292203,299656,-5.94,-2.49,289188
435,Gäste,Inland,2014,2014 Jul,339665,329693,16.24,3.02,290019
436,Gäste,Inland,2014,2014 Aug,308984,286576,-9.03,7.82,291886
437,Gäste,Inland,2014,2014 Sep,314048,305645,1.64,2.75,292586
438,Gäste,Inland,2014,2014 Okt,364443,347409,16.05,4.9,294006
439,Gäste,Inland,2014,2014 Nov,298020,279401,-18.23,6.66,295557
440,Gäste,Inland,2014,2014 Dez,294861,265817,-1.06,10.93,297978
442,Gäste,Inland,2013,2013 Jan,238133,211023,-12.48,12.85,284261
443,Gäste,Inland,2013,2013 Feb,236350,227647,-0.75,3.82,284986
444,Gäste,Inland,2013,2013 Mär,280813,273549,18.81,2.66,285591
445,Gäste,Inland,2013,2013 Apr,276770,270556,-1.44,2.3,286109
446,Gäste,Inland,2013,2013 Mai,304172,290197,9.9,4.82,287274
447,Gäste,Inland,2013,2013 Jun,299656,282953,-1.48,5.9,288666
448,Gäste,Inland,2013,2013 Jul,329693,323026,10.02,2.06,289221
449,Gäste,Inland,2013,2013 Aug,286576,270266,-13.08,6.03,290581
450,Gäste,Inland,2013,2013 Sep,305645,323427,6.65,-5.5,289099
451,Gäste,Inland,2013,2013 Okt,347409,350631,13.66,-0.92,288830
452,Gäste,Inland,2013,2013 Nov,279401,288662,-19.58,-3.21,288058
453,Gäste,Inland,2013,2013 Dez,265817,272083,-4.86,-2.3,287536
455,Gäste,Inland,2012,2012 Jan,211023,232545,-18.41,-9.25,278779
456,Gäste,Inland,2012,2012 Feb,227647,227341,7.88,0.13,278804
457,Gäste,Inland,2012,2012 Mär,273549,257322,20.16,6.31,280157
458,Gäste,Inland,2012,2012 Apr,270556,265766,-1.09,1.8,280556
459,Gäste,Inland,2012,2012 Mai,290197,302292,7.26,-4,279548
460,Gäste,Inland,2012,2012 Jun,282953,279203,-2.5,1.34,279860
461,Gäste,Inland,2012,2012 Jul,323026,332724,14.16,-2.91,279052
462,Gäste,Inland,2012,2012 Aug,270266,274142,-16.33,-1.41,278729
463,Gäste,Inland,2012,2012 Sep,323427,316648,19.67,2.14,279294
464,Gäste,Inland,2012,2012 Okt,350631,334639,8.41,4.78,280627
465,Gäste,Inland,2012,2012 Nov,288662,285609,-17.67,1.07,280881
466,Gäste,Inland,2012,2012 Dez,272083,258636,-5.74,5.2,282002
468,Gäste,Inland,2011,2011 Jan,232545,183244,-4.47,26.9,262134
469,Gäste,Inland,2011,2011 Feb,227341,217023,-2.24,4.75,262994
470,Gäste,Inland,2011,2011 Mär,257322,266570,13.19,-3.47,262223
471,Gäste,Inland,2011,2011 Apr,265766,244563,3.28,8.67,263990
472,Gäste,Inland,2011,2011 Mai,302292,269399,13.74,12.21,266731
473,Gäste,Inland,2011,2011 Jun,279203,249012,-7.64,12.12,269247
474,Gäste,Inland,2011,2011 Jul,332724,292796,19.17,13.64,272574
475,Gäste,Inland,2011,2011 Aug,274142,267057,-17.61,2.65,273165
476,Gäste,Inland,2011,2011 Sep,316648,294720,15.51,7.44,274992
477,Gäste,Inland,2011,2011 Okt,334639,317358,5.68,5.45,276432
478,Gäste,Inland,2011,2011 Nov,285609,251131,-14.65,13.73,279305
479,Gäste,Inland,2011,2011 Dez,258636,243430,-9.44,6.25,280572
481,Gäste,Inland,2010,2010 Jan,183244,192663,-20.11,-4.89,239937
482,Gäste,Inland,2010,2010 Feb,217023,193300,18.43,12.27,241914
483,Gäste,Inland,2010,2010 Mär,266570,230947,22.83,15.42,244883
484,Gäste,Inland,2010,2010 Apr,244563,217400,-8.26,12.49,247146
485,Gäste,Inland,2010,2010 Mai,269399,274040,10.16,-1.69,246759
486,Gäste,Inland,2010,2010 Jun,249012,232256,-7.57,7.21,248156
487,Gäste,Inland,2010,2010 Jul,292796,280925,17.58,4.23,249145
488,Gäste,Inland,2010,2010 Aug,267057,228925,-8.79,16.66,252323
489,Gäste,Inland,2010,2010 Sep,294720,264740,10.36,11.32,254821
490,Gäste,Inland,2010,2010 Okt,317358,299687,7.68,5.9,256294
491,Gäste,Inland,2010,2010 Nov,251131,244407,-20.87,2.75,256854
492,Gäste,Inland,2010,2010 Dez,243430,229374,-3.07,6.13,258025
494,Gäste,Inland,2009,2009 Jan,192663,169346,-7.49,13.77,230353
495,Gäste,Inland,2009,2009 Feb,193300,192567,0.33,0.38,230415
496,Gäste,Inland,2009,2009 Mär,230947,206930,19.48,11.61,232416
497,Gäste,Inland,2009,2009 Apr,217400,235297,-5.87,-7.61,230925
498,Gäste,Inland,2009,2009 Mai,274040,256068,26.05,7.02,232422
499,Gäste,Inland,2009,2009 Jun,232256,238349,-15.25,-2.56,231914
500,Gäste,Inland,2009,2009 Jul,280925,251726,20.95,11.6,234348
501,Gäste,Inland,2009,2009 Aug,228925,211649,-18.51,8.16,235787
502,Gäste,Inland,2009,2009 Sep,264740,263365,15.64,0.52,235902
503,Gäste,Inland,2009,2009 Okt,299687,285810,13.2,4.86,237058
504,Gäste,Inland,2009,2009 Nov,244407,221554,-18.45,10.31,238963
505,Gäste,Inland,2009,2009 Dez,229374,208263,-6.15,10.14,240722
507,Gäste,Inland,2008,2008 Jan,169346,175149,-17.78,-3.31,216565
508,Gäste,Inland,2008,2008 Feb,192567,171230,13.71,12.46,218343
509,Gäste,Inland,2008,2008 Mär,206930,224847,7.46,-7.97,216850
510,Gäste,Inland,2008,2008 Apr,235297,189520,13.71,24.15,220664
511,Gäste,Inland,2008,2008 Mai,256068,225807,8.83,13.4,223186
512,Gäste,Inland,2008,2008 Jun,238349,218343,-6.92,9.16,224853
513,Gäste,Inland,2008,2008 Jul,251726,241106,5.61,4.4,225738
514,Gäste,Inland,2008,2008 Aug,211649,211855,-15.92,-0.1,225721
515,Gäste,Inland,2008,2008 Sep,263365,232461,24.43,13.29,228296
516,Gäste,Inland,2008,2008 Okt,285810,272388,8.52,4.93,229415
517,Gäste,Inland,2008,2008 Nov,221554,235900,-22.48,-6.08,228219
518,Gäste,Inland,2008,2008 Dez,208263,205972,-6,1.11,228410
520,Gäste,Inland,2007,2007 Jan,175149,156885,-15.57,11.64,206434
521,Gäste,Inland,2007,2007 Feb,171230,164581,-2.24,4.04,206988
522,Gäste,Inland,2007,2007 Mär,224847,210802,31.31,6.66,208158
523,Gäste,Inland,2007,2007 Apr,189520,194483,-15.71,-2.55,207745
524,Gäste,Inland,2007,2007 Mai,225807,245758,19.15,-8.12,206082
525,Gäste,Inland,2007,2007 Jun,218343,158502,-3.31,37.75,211069
526,Gäste,Inland,2007,2007 Jul,241106,222060,10.43,8.58,212656
527,Gäste,Inland,2007,2007 Aug,211855,202227,-12.13,4.76,213458
528,Gäste,Inland,2007,2007 Sep,232461,240027,9.73,-3.15,212828
529,Gäste,Inland,2007,2007 Okt,272388,254826,17.18,6.89,214291
530,Gäste,Inland,2007,2007 Nov,235900,201332,-13.4,17.17,217172
531,Gäste,Inland,2007,2007 Dez,205972,207458,-12.69,-0.72,217048
533,Gäste,Inland,2006,2006 Jan,156885,157341,-18.46,-0.29,156885
534,Gäste,Inland,2006,2006 Feb,164581,151603,4.91,8.56,160733
535,Gäste,Inland,2006,2006 Mär,210802,171700,28.08,22.77,177423
536,Gäste,Inland,2006,2006 Apr,194483,196420,-7.74,-0.99,181688
537,Gäste,Inland,2006,2006 Mai,245758,199916,26.36,22.93,194502
538,Gäste,Inland,2006,2006 Jun,158502,205901,-35.5,-23.02,188502
539,Gäste,Inland,2006,2006 Jul,222060,228480,40.1,-2.81,193296
540,Gäste,Inland,2006,2006 Aug,202227,224542,-8.93,-9.94,194412
541,Gäste,Inland,2006,2006 Sep,240027,235854,18.69,1.77,199481
542,Gäste,Inland,2006,2006 Okt,254826,241722,6.17,5.42,205015
543,Gäste,Inland,2006,2006 Nov,201332,206187,-20.99,-2.35,204680
544,Gäste,Inland,2006,2006 Dez,207458,192412,3.04,7.82,204912
558,Gäste,insgesamt,2025,2025 Jan,587046,517205,-25.69,13.5,777773
559,Gäste,insgesamt,2025,2025 Feb,575480,573219,-1.97,0.39,777962
560,Gäste,insgesamt,2025,2025 Mär,660626,680975,14.8,-2.99,776266
561,Gäste,insgesamt,2025,2025 Apr,723783,710220,9.56,1.91,777396
562,Gäste,insgesamt,2025,2025 Mai,808221,763634,11.67,5.84,781112
563,Gäste,insgesamt,2025,2025 Jun,782245,836936,-3.21,-6.53,776554
564,Gäste,insgesamt,2025,2025 Jul,943006,949023,20.55,-0.63,776053
565,Gäste,insgesamt,2025,2025 Aug,857896,986194,-9.03,-13.01,765361
566,Gäste,insgesamt,2025,2025 Sep,883809,844562,3.02,4.65,768632
567,Gäste,insgesamt,2025,2025 Okt,898888,867952,1.71,3.56,771210
568,Gäste,insgesamt,2025,2025 Nov,734064,743495,-18.34,-1.27,770424
569,Gäste,insgesamt,2025,2025 Dez,834593,790023,13.69,5.64,774138
571,Gäste,insgesamt,2024,2024 Jan,517205,479371,-28.56,7.89,715210
572,Gäste,insgesamt,2024,2024 Feb,573219,504065,10.83,13.72,720973
573,Gäste,insgesamt,2024,2024 Mär,680975,615096,18.8,10.71,726462
574,Gäste,insgesamt,2024,2024 Apr,710220,702525,4.29,1.1,727104
575,Gäste,insgesamt,2024,2024 Mai,763634,763494,7.52,0.02,727115
576,Gäste,insgesamt,2024,2024 Jun,836936,809376,9.6,3.41,729412
577,Gäste,insgesamt,2024,2024 Jul,949023,926974,13.39,2.38,731249
578,Gäste,insgesamt,2024,2024 Aug,986194,773450,3.92,27.51,748978
579,Gäste,insgesamt,2024,2024 Sep,844562,841760,-14.36,0.33,749212
580,Gäste,insgesamt,2024,2024 Okt,867952,772207,2.77,12.4,757190
581,Gäste,insgesamt,2024,2024 Nov,743495,632385,-14.34,17.57,766450
582,Gäste,insgesamt,2024,2024 Dez,790023,723979,6.26,9.12,771953
584,Gäste,insgesamt,2023,2023 Jan,479371,188653,-25.1,154.1,599905
585,Gäste,insgesamt,2023,2023 Feb,504065,241605,5.15,108.63,621776
586,Gäste,insgesamt,2023,2023 Mär,615096,355137,22.03,73.2,643440
587,Gäste,insgesamt,2023,2023 Apr,702525,496131,14.21,41.6,660639
588,Gäste,insgesamt,2023,2023 Mai,763494,628849,8.68,21.41,671860
589,Gäste,insgesamt,2023,2023 Jun,809376,663164,6.01,22.05,684044
590,Gäste,insgesamt,2023,2023 Jul,926974,804305,14.53,15.25,694266
591,Gäste,insgesamt,2023,2023 Aug,773450,751724,-16.56,2.89,696077
592,Gäste,insgesamt,2023,2023 Sep,841760,780931,8.83,7.79,701146
593,Gäste,insgesamt,2023,2023 Okt,772207,719973,-8.26,7.25,705499
594,Gäste,insgesamt,2023,2023 Nov,632385,637682,-18.11,-0.83,705057
595,Gäste,insgesamt,2023,2023 Dez,723979,639985,14.48,13.12,712057
597,Gäste,insgesamt,2022,2022 Jan,188653,50505,-9.5,273.53,270628
598,Gäste,insgesamt,2022,2022 Feb,241605,60646,28.07,298.39,285708
599,Gäste,insgesamt,2022,2022 Mär,355137,79139,46.99,348.75,308708
600,Gäste,insgesamt,2022,2022 Apr,496131,71099,39.7,597.8,344127
601,Gäste,insgesamt,2022,2022 Mai,628849,113114,26.75,455.94,387105
602,Gäste,insgesamt,2022,2022 Jun,663164,235995,5.46,181.01,422703
603,Gäste,insgesamt,2022,2022 Jul,804305,442764,21.28,81.66,452831
604,Gäste,insgesamt,2022,2022 Aug,751724,501659,-6.54,49.85,473670
605,Gäste,insgesamt,2022,2022 Sep,780931,464185,3.89,68.24,500065
606,Gäste,insgesamt,2022,2022 Okt,719973,544732,-7.81,32.17,514669
607,Gäste,insgesamt,2022,2022 Nov,637682,337102,-11.43,89.17,539717
608,Gäste,insgesamt,2022,2022 Dez,639985,208452,0.36,207.02,575678
610,Gäste,insgesamt,2021,2021 Jan,50505,575975,-4.96,-91.23,206102
611,Gäste,insgesamt,2021,2021 Feb,60646,570591,20.08,-89.37,163607
612,Gäste,insgesamt,2021,2021 Mär,79139,219837,30.49,-64,151882
613,Gäste,insgesamt,2021,2021 Apr,71099,29532,-10.16,140.75,155346
614,Gäste,insgesamt,2021,2021 Mai,113114,58511,59.09,93.32,159896
615,Gäste,insgesamt,2021,2021 Jun,235995,175713,108.63,34.31,164920
616,Gäste,insgesamt,2021,2021 Jul,442764,340654,87.62,29.97,173429
617,Gäste,insgesamt,2021,2021 Aug,501659,355357,13.3,41.17,185621
618,Gäste,insgesamt,2021,2021 Sep,464185,317472,-7.47,46.21,197847
619,Gäste,insgesamt,2021,2021 Okt,544732,222674,17.35,144.63,224685
620,Gäste,insgesamt,2021,2021 Nov,337102,79241,-38.12,325.41,246173
621,Gäste,insgesamt,2021,2021 Dez,208452,53138,-38.16,292.28,259116
623,Gäste,insgesamt,2020,2020 Jan,575975,571689,-21.52,0.75,732013
624,Gäste,insgesamt,2020,2020 Feb,570591,575581,-0.93,-0.87,731597
625,Gäste,insgesamt,2020,2020 Mär,219837,647666,-61.47,-66.06,695944
626,Gäste,insgesamt,2020,2020 Apr,29532,715230,-86.57,-95.87,638803
627,Gäste,insgesamt,2020,2020 Mai,58511,779927,98.13,-92.5,578685
628,Gäste,insgesamt,2020,2020 Jun,175713,756813,200.31,-76.78,530260
629,Gäste,insgesamt,2020,2020 Jul,340654,910730,93.87,-62.6,482753
630,Gäste,insgesamt,2020,2020 Aug,355357,782980,4.32,-54.61,447118
631,Gäste,insgesamt,2020,2020 Sep,317472,797595,-10.66,-60.2,407108
632,Gäste,insgesamt,2020,2020 Okt,222674,815195,-29.86,-72.68,357731
633,Gäste,insgesamt,2020,2020 Nov,79241,692522,-64.41,-88.56,306624
634,Gäste,insgesamt,2020,2020 Dez,53138,733936,-32.94,-92.76,249891
636,Gäste,insgesamt,2019,2019 Jan,571689,530784,-15.32,7.71,692003
637,Gäste,insgesamt,2019,2019 Feb,575581,529777,0.68,8.65,695820
638,Gäste,insgesamt,2019,2019 Mär,647666,648064,12.52,-0.06,695787
639,Gäste,insgesamt,2019,2019 Apr,715230,664745,10.43,7.59,699994
640,Gäste,insgesamt,2019,2019 Mai,779927,669547,9.05,16.49,709192
641,Gäste,insgesamt,2019,2019 Jun,756813,745249,-2.96,1.55,710156
642,Gäste,insgesamt,2019,2019 Jul,910730,865572,20.34,5.22,713919
643,Gäste,insgesamt,2019,2019 Aug,782980,738883,-14.03,5.97,717594
644,Gäste,insgesamt,2019,2019 Sep,797595,764813,1.87,4.29,720326
645,Gäste,insgesamt,2019,2019 Okt,815195,767480,2.21,6.22,724302
646,Gäste,insgesamt,2019,2019 Nov,692522,663074,-15.05,4.44,726756
647,Gäste,insgesamt,2019,2019 Dez,733936,675144,5.98,8.71,731655
649,Gäste,insgesamt,2018,2018 Jan,530784,477945,-19.3,11.06,638821
650,Gäste,insgesamt,2018,2018 Feb,529777,502345,-0.19,5.46,641107
651,Gäste,insgesamt,2018,2018 Mär,648064,557585,22.33,16.23,648647
652,Gäste,insgesamt,2018,2018 Apr,664745,593870,2.57,11.93,654553
653,Gäste,insgesamt,2018,2018 Mai,669547,654727,0.72,2.26,655788
654,Gäste,insgesamt,2018,2018 Jun,745249,644577,11.31,15.62,664177
655,Gäste,insgesamt,2018,2018 Jul,865572,773188,16.15,11.95,671876
656,Gäste,insgesamt,2018,2018 Aug,738883,705343,-14.64,4.76,674671
657,Gäste,insgesamt,2018,2018 Sep,764813,748737,3.51,2.15,676011
658,Gäste,insgesamt,2018,2018 Okt,767480,707845,0.35,8.42,680980
659,Gäste,insgesamt,2018,2018 Nov,663074,589103,-13.6,12.56,687144
660,Gäste,insgesamt,2018,2018 Dez,675144,657744,1.82,2.65,688594
662,Gäste,insgesamt,2017,2017 Jan,477945,433818,-16.93,10.17,590761
663,Gäste,insgesamt,2017,2017 Feb,502345,458988,5.11,9.45,594374
664,Gäste,insgesamt,2017,2017 Mär,557585,557074,11,0.09,594416
665,Gäste,insgesamt,2017,2017 Apr,593870,603468,6.51,-1.59,593616
666,Gäste,insgesamt,2017,2017 Mai,654727,589060,10.25,11.15,599089
667,Gäste,insgesamt,2017,2017 Jun,644577,627766,-1.55,2.68,600490
668,Gäste,insgesamt,2017,2017 Jul,773188,697965,19.95,10.78,606758
669,Gäste,insgesamt,2017,2017 Aug,705343,606250,-8.77,16.35,615016
670,Gäste,insgesamt,2017,2017 Sep,748737,678220,6.15,10.4,620892
671,Gäste,insgesamt,2017,2017 Okt,707845,665852,-5.46,6.31,624392
672,Gäste,insgesamt,2017,2017 Nov,589103,551198,-16.78,6.88,627551
673,Gäste,insgesamt,2017,2017 Dez,657744,575341,11.65,14.32,634417
675,Gäste,insgesamt,2016,2016 Jan,433818,439130,-21.83,-1.21,578889
676,Gäste,insgesamt,2016,2016 Feb,458988,451747,5.8,1.6,579493
677,Gäste,insgesamt,2016,2016 Mär,557074,528879,21.37,5.33,581842
678,Gäste,insgesamt,2016,2016 Apr,603468,530457,8.33,13.76,587927
679,Gäste,insgesamt,2016,2016 Mai,589060,598958,-2.39,-1.65,587102
680,Gäste,insgesamt,2016,2016 Jun,627766,604074,6.57,3.92,589076
681,Gäste,insgesamt,2016,2016 Jul,697965,705136,11.18,-1.02,588479
682,Gäste,insgesamt,2016,2016 Aug,606250,683899,-13.14,-11.35,582008
683,Gäste,insgesamt,2016,2016 Sep,678220,653888,11.87,3.72,584035
684,Gäste,insgesamt,2016,2016 Okt,665852,660940,-1.82,0.74,584445
685,Gäste,insgesamt,2016,2016 Nov,551198,539902,-17.22,2.09,585386
686,Gäste,insgesamt,2016,2016 Dez,575341,554974,4.38,3.67,587083
688,Gäste,insgesamt,2015,2015 Jan,439130,420366,-20.7,4.46,550258
689,Gäste,insgesamt,2015,2015 Feb,451747,418070,2.87,8.06,553065
690,Gäste,insgesamt,2015,2015 Mär,528879,491468,17.07,7.61,556182
691,Gäste,insgesamt,2015,2015 Apr,530457,519816,0.3,2.05,557069
692,Gäste,insgesamt,2015,2015 Mai,598958,582306,12.91,2.86,558457
693,Gäste,insgesamt,2015,2015 Jun,604074,549709,0.85,9.89,562987
694,Gäste,insgesamt,2015,2015 Jul,705136,645648,16.73,9.21,567945
695,Gäste,insgesamt,2015,2015 Aug,683899,629926,-3.01,8.57,572442
696,Gäste,insgesamt,2015,2015 Sep,653888,622043,-4.39,5.12,575096
697,Gäste,insgesamt,2015,2015 Okt,660940,636682,1.08,3.81,577118
698,Gäste,insgesamt,2015,2015 Nov,539902,514519,-18.31,4.93,579233
699,Gäste,insgesamt,2015,2015 Dez,554974,553783,2.79,0.22,579332
701,Gäste,insgesamt,2014,2014 Jan,420366,410269,-16.3,2.46,526739
702,Gäste,insgesamt,2014,2014 Feb,418070,413630,-0.55,1.07,527109
703,Gäste,insgesamt,2014,2014 Mär,491468,480442,17.56,2.29,528028
704,Gäste,insgesamt,2014,2014 Apr,519816,507633,5.77,2.4,529043
705,Gäste,insgesamt,2014,2014 Mai,582306,542289,12.02,7.38,532378
706,Gäste,insgesamt,2014,2014 Jun,549709,554634,-5.6,-0.89,531968
707,Gäste,insgesamt,2014,2014 Jul,645648,617203,17.45,4.61,534338
708,Gäste,insgesamt,2014,2014 Aug,629926,583940,-2.44,7.88,538170
709,Gäste,insgesamt,2014,2014 Sep,622043,608261,-1.25,2.27,539319
710,Gäste,insgesamt,2014,2014 Okt,636682,610826,2.35,4.23,541473
711,Gäste,insgesamt,2014,2014 Nov,514519,479389,-19.19,7.33,544401
712,Gäste,insgesamt,2014,2014 Dez,553783,502258,7.63,10.26,548695
714,Gäste,insgesamt,2013,2013 Jan,410269,377585,-17.05,8.66,513764
715,Gäste,insgesamt,2013,2013 Feb,413630,376855,0.82,9.76,516829
716,Gäste,insgesamt,2013,2013 Mär,480442,461798,16.15,4.04,518382
717,Gäste,insgesamt,2013,2013 Apr,507633,479170,5.66,5.94,520754
718,Gäste,insgesamt,2013,2013 Mai,542289,530058,6.83,2.31,521773
719,Gäste,insgesamt,2013,2013 Jun,554634,529526,2.28,4.74,523866
720,Gäste,insgesamt,2013,2013 Jul,617203,615219,11.28,0.32,524031
721,Gäste,insgesamt,2013,2013 Aug,583940,544714,-5.39,7.2,527300
722,Gäste,insgesamt,2013,2013 Sep,608261,616920,4.16,-1.4,526578
723,Gäste,insgesamt,2013,2013 Okt,610826,618859,0.42,-1.3,525909
724,Gäste,insgesamt,2013,2013 Nov,479389,487155,-21.52,-1.59,525262
725,Gäste,insgesamt,2013,2013 Dez,502258,494625,4.77,1.54,525898
727,Gäste,insgesamt,2012,2012 Jan,377585,382986,-20.47,-1.41,493937
728,Gäste,insgesamt,2012,2012 Feb,376855,384851,-0.19,-2.08,493270
729,Gäste,insgesamt,2012,2012 Mär,461798,420451,22.54,9.83,496716
730,Gäste,insgesamt,2012,2012 Apr,479170,453370,3.76,5.69,498866
731,Gäste,insgesamt,2012,2012 Mai,530058,507403,10.62,4.46,500754
732,Gäste,insgesamt,2012,2012 Jun,529526,501447,-0.1,5.6,503094
733,Gäste,insgesamt,2012,2012 Jul,615219,627546,16.18,-1.96,502066
734,Gäste,insgesamt,2012,2012 Aug,544714,519113,-11.46,4.93,504200
735,Gäste,insgesamt,2012,2012 Sep,616920,622618,13.26,-0.92,503725
736,Gäste,insgesamt,2012,2012 Okt,618859,564783,0.31,9.57,508231
737,Gäste,insgesamt,2012,2012 Nov,487155,473309,-21.28,2.93,509385
738,Gäste,insgesamt,2012,2012 Dez,494625,474762,1.53,4.18,511040
740,Gäste,insgesamt,2011,2011 Jan,382986,301980,-13.87,26.82,471616
741,Gäste,insgesamt,2011,2011 Feb,384851,370077,0.49,3.99,472847
742,Gäste,insgesamt,2011,2011 Mär,420451,431138,9.25,-2.48,471957
743,Gäste,insgesamt,2011,2011 Apr,453370,433758,7.83,4.52,473591
744,Gäste,insgesamt,2011,2011 Mai,507403,460291,11.92,10.24,477517
745,Gäste,insgesamt,2011,2011 Jun,501447,471329,-1.17,6.39,480027
746,Gäste,insgesamt,2011,2011 Jul,627546,583862,25.15,7.48,483667
747,Gäste,insgesamt,2011,2011 Aug,519113,516629,-17.28,0.48,483874
748,Gäste,insgesamt,2011,2011 Sep,622618,598966,19.94,3.95,485845
749,Gäste,insgesamt,2011,2011 Okt,564783,542927,-9.29,4.03,487666
750,Gäste,insgesamt,2011,2011 Nov,473309,422774,-16.2,11.95,491878
751,Gäste,insgesamt,2011,2011 Dez,474762,444654,0.31,6.77,494387
753,Gäste,insgesamt,2010,2010 Jan,301980,311074,-27.35,-2.92,415376
754,Gäste,insgesamt,2010,2010 Feb,370077,305105,22.55,21.29,420790
755,Gäste,insgesamt,2010,2010 Mär,431138,362386,16.5,18.97,426519
756,Gäste,insgesamt,2010,2010 Apr,433758,365624,0.61,18.63,432197
757,Gäste,insgesamt,2010,2010 Mai,460291,458541,6.12,0.38,432343
758,Gäste,insgesamt,2010,2010 Jun,471329,407448,2.4,15.68,437666
759,Gäste,insgesamt,2010,2010 Jul,583862,512267,23.88,13.98,443633
760,Gäste,insgesamt,2010,2010 Aug,516629,444720,-11.52,16.17,449625
761,Gäste,insgesamt,2010,2010 Sep,598966,510541,15.94,17.32,456994
762,Gäste,insgesamt,2010,2010 Okt,542927,503860,-9.36,7.75,460249
763,Gäste,insgesamt,2010,2010 Nov,422774,396360,-22.13,6.66,462450
764,Gäste,insgesamt,2010,2010 Dez,444654,415674,5.18,6.97,464865
766,Gäste,insgesamt,2009,2009 Jan,311074,298725,-14.89,4.13,403871
767,Gäste,insgesamt,2009,2009 Feb,305105,323463,-1.92,-5.68,402341
768,Gäste,insgesamt,2009,2009 Mär,362386,354510,18.77,2.22,402997
769,Gäste,insgesamt,2009,2009 Apr,365624,400286,0.89,-8.66,400109
770,Gäste,insgesamt,2009,2009 Mai,458541,431465,25.41,6.28,402365
771,Gäste,insgesamt,2009,2009 Jun,407448,433359,-11.14,-5.98,400206
772,Gäste,insgesamt,2009,2009 Jul,512267,475368,25.73,7.76,403281
773,Gäste,insgesamt,2009,2009 Aug,444720,434704,-13.19,2.3,404116
774,Gäste,insgesamt,2009,2009 Sep,510541,480557,14.8,6.24,406614
775,Gäste,insgesamt,2009,2009 Okt,503860,481575,-1.31,4.63,408471
776,Gäste,insgesamt,2009,2009 Nov,396360,354584,-21.34,11.78,411953
777,Gäste,insgesamt,2009,2009 Dez,415674,365505,4.87,13.73,416133
779,Gäste,insgesamt,2008,2008 Jan,298725,288543,-20.6,3.53,392724
780,Gäste,insgesamt,2008,2008 Feb,323463,296259,8.28,9.18,394991
781,Gäste,insgesamt,2008,2008 Mär,354510,374409,9.6,-5.31,393332
782,Gäste,insgesamt,2008,2008 Apr,400286,360239,12.91,11.12,396670
783,Gäste,insgesamt,2008,2008 Mai,431465,391535,7.79,10.2,399997
784,Gäste,insgesamt,2008,2008 Jun,433359,402182,0.44,7.75,402595
785,Gäste,insgesamt,2008,2008 Jul,475368,461691,9.69,2.96,403735
786,Gäste,insgesamt,2008,2008 Aug,434704,434190,-8.55,0.12,403778
787,Gäste,insgesamt,2008,2008 Sep,480557,457313,10.55,5.08,405715
788,Gäste,insgesamt,2008,2008 Okt,481575,473556,0.21,1.69,406383
789,Gäste,insgesamt,2008,2008 Nov,354584,386368,-26.37,-8.23,403734
790,Gäste,insgesamt,2008,2008 Dez,365505,376217,3.08,-2.85,402842
792,Gäste,insgesamt,2007,2007 Jan,288543,260752,-21.93,10.66,367761
793,Gäste,insgesamt,2007,2007 Feb,296259,263461,2.67,12.45,370494
794,Gäste,insgesamt,2007,2007 Mär,374409,341225,26.38,9.72,373260
795,Gäste,insgesamt,2007,2007 Apr,360239,329576,-3.78,9.3,375815
796,Gäste,insgesamt,2007,2007 Mai,391535,406053,8.69,-3.58,374605
