_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
1551,Übernachtungen,insgesamt,2012,2012 Sep,1249108,1202612,7.57,3.87,1014878
1552,Übernachtungen,insgesamt,2012,2012 Okt,1210957,1140679,-3.05,6.16,1020734
1553,Übernachtungen,insgesamt,2012,2012 Nov,955625,901845,-21.09,5.96,1025216
1554,Übernachtungen,insgesamt,2012,2012 Dez,1000887,931103,4.74,7.49,1031031
1556,Übernachtungen,insgesamt,2011,2011 Jan,737915,590915,-13.19,24.88,941961
1557,Übernachtungen,insgesamt,2011,2011 Feb,744488,711957,0.89,4.57,944672
1558,Übernachtungen,insgesamt,2011,2011 Mär,813385,822211,9.25,-1.07,943936
1559,Übernachtungen,insgesamt,2011,2011 Apr,903980,883731,11.14,2.29,945624
1560,Übernachtungen,insgesamt,2011,2011 Mai,995343,958175,10.11,3.88,948721
1561,Übernachtungen,insgesamt,2011,2011 Jun,1025704,966797,3.05,6.09,953630
1562,Übernachtungen,insgesamt,2011,2011 Jul,1277859,1217736,24.58,4.94,958640
1563,Übernachtungen,insgesamt,2011,2011 Aug,1069126,1060762,-16.33,0.79,959337
1564,Übernachtungen,insgesamt,2011,2011 Sep,1202612,1185414,12.49,1.45,960771
1565,Übernachtungen,insgesamt,2011,2011 Okt,1140679,1080161,-5.15,5.6,965814
1566,Übernachtungen,insgesamt,2011,2011 Nov,901845,828617,-20.94,8.84,971916
1567,Übernachtungen,insgesamt,2011,2011 Dez,931103,850056,3.24,9.53,978670
1569,Übernachtungen,insgesamt,2010,2010 Jan,590915,623674,-26.48,-5.25,824104
1570,Übernachtungen,insgesamt,2010,2010 Feb,711957,604183,20.48,17.84,833085
1571,Übernachtungen,insgesamt,2010,2010 Mär,822211,709359,15.49,15.91,842489
1572,Übernachtungen,insgesamt,2010,2010 Apr,883731,741534,7.48,19.18,854339
1573,Übernachtungen,insgesamt,2010,2010 Mai,958175,911721,8.42,5.1,858210
1574,Übernachtungen,insgesamt,2010,2010 Jun,966797,788426,0.9,22.62,873074
1575,Übernachtungen,insgesamt,2010,2010 Jul,1217736,1057839,25.96,15.12,886399
1576,Übernachtungen,insgesamt,2010,2010 Aug,1060762,932327,-12.89,13.78,897102
1577,Übernachtungen,insgesamt,2010,2010 Sep,1185414,1009452,11.75,17.43,911766
1578,Übernachtungen,insgesamt,2010,2010 Okt,1080161,995325,-8.88,8.52,918835
1579,Übernachtungen,insgesamt,2010,2010 Nov,828617,744388,-23.29,11.32,925854
1580,Übernachtungen,insgesamt,2010,2010 Dez,850056,803775,2.59,5.76,929711
1582,Übernachtungen,insgesamt,2009,2009 Jan,623674,605830,-15.41,2.95,821876
1583,Übernachtungen,insgesamt,2009,2009 Feb,604183,621442,-3.13,-2.78,820438
1584,Übernachtungen,insgesamt,2009,2009 Mär,709359,703508,17.41,0.83,820926
1585,Übernachtungen,insgesamt,2009,2009 Apr,741534,787729,4.54,-5.86,817076
1586,Übernachtungen,insgesamt,2009,2009 Mai,911721,874507,22.95,4.26,820177
1587,Übernachtungen,insgesamt,2009,2009 Jun,788426,858102,-13.52,-8.12,814371
1588,Übernachtungen,insgesamt,2009,2009 Jul,1057839,1010561,34.17,4.68,818311
1589,Übernachtungen,insgesamt,2009,2009 Aug,932327,971533,-11.86,-4.04,815044
1590,Übernachtungen,insgesamt,2009,2009 Sep,1009452,990289,8.27,1.94,816640
1591,Übernachtungen,insgesamt,2009,2009 Okt,995325,967107,-1.4,2.92,818992
1592,Übernachtungen,insgesamt,2009,2009 Nov,744388,716765,-25.21,3.85,821294
1593,Übernachtungen,insgesamt,2009,2009 Dez,803775,737298,7.98,9.02,826834
1595,Übernachtungen,insgesamt,2008,2008 Jan,605830,574818,-19.48,5.4,796685
1596,Übernachtungen,insgesamt,2008,2008 Feb,621442,590314,2.58,5.27,799279
1597,Übernachtungen,insgesamt,2008,2008 Mär,703508,726153,13.21,-3.12,797392
1598,Übernachtungen,insgesamt,2008,2008 Apr,787729,786769,11.97,0.12,797472
1599,Übernachtungen,insgesamt,2008,2008 Mai,874507,777437,11.02,12.49,805561
1600,Übernachtungen,insgesamt,2008,2008 Jun,858102,799619,-1.88,7.31,810434
1601,Übernachtungen,insgesamt,2008,2008 Jul,1010561,941520,17.77,7.33,816188
1602,Übernachtungen,insgesamt,2008,2008 Aug,971533,970926,-3.86,0.06,816238
1603,Übernachtungen,insgesamt,2008,2008 Sep,990289,958374,1.93,3.33,818898
1604,Übernachtungen,insgesamt,2008,2008 Okt,967107,918632,-2.34,5.28,822938
1605,Übernachtungen,insgesamt,2008,2008 Nov,716765,732280,-25.89,-2.12,821645
1606,Übernachtungen,insgesamt,2008,2008 Dez,737298,752363,2.86,-2,820389
1608,Übernachtungen,insgesamt,2007,2007 Jan,574818,527607,-19,8.95,743786
1609,Übernachtungen,insgesamt,2007,2007 Feb,590314,513391,2.7,14.98,750196
1610,Übernachtungen,insgesamt,2007,2007 Mär,726153,661645,23.01,9.75,755572
1611,Übernachtungen,insgesamt,2007,2007 Apr,786769,675391,8.35,16.49,764853
1612,Übernachtungen,insgesamt,2007,2007 Mai,777437,814087,-1.19,-4.5,761799
1613,Übernachtungen,insgesamt,2007,2007 Jun,799619,728646,2.85,9.74,767713
1614,Übernachtungen,insgesamt,2007,2007 Jul,941520,912927,17.75,3.13,770096
1615,Übernachtungen,insgesamt,2007,2007 Aug,970926,872431,3.12,11.29,778304
1616,Übernachtungen,insgesamt,2007,2007 Sep,958374,935260,-1.29,2.47,780230
1617,Übernachtungen,insgesamt,2007,2007 Okt,918632,861666,-4.15,6.61,784977
1618,Übernachtungen,insgesamt,2007,2007 Nov,732280,665483,-20.29,10.04,790544
1619,Übernachtungen,insgesamt,2007,2007 Dez,752363,709682,2.74,6.01,794100
1621,Übernachtungen,insgesamt,2006,2006 Jan,527607,501937,-17.31,5.11,527607
1622,Übernachtungen,insgesamt,2006,2006 Feb,513391,521421,-2.69,-1.54,520499
1623,Übernachtungen,insgesamt,2006,2006 Mär,661645,578784,28.88,14.32,567548
1624,Übernachtungen,insgesamt,2006,2006 Apr,675391,669773,2.08,0.84,594509
1625,Übernachtungen,insgesamt,2006,2006 Mai,814087,679570,20.54,19.79,638424
1626,Übernachtungen,insgesamt,2006,2006 Jun,728646,775173,-10.5,-6,653461
1627,Übernachtungen,insgesamt,2006,2006 Jul,912927,872231,25.29,4.67,690528
1628,Übernachtungen,insgesamt,2006,2006 Aug,872431,909671,-4.44,-4.09,713266
1629,Übernachtungen,insgesamt,2006,2006 Sep,935260,892378,7.2,4.81,737932
1630,Übernachtungen,insgesamt,2006,2006 Okt,861666,815460,-7.87,5.67,750305
1631,Übernachtungen,insgesamt,2006,2006 Nov,665483,623802,-22.77,6.68,742594
1632,Übernachtungen,insgesamt,2006,2006 Dez,709682,638090,6.64,11.22,739851
